subject_external_db	subject_external_id	relation	pub	object
catmaid_fafb	3973434	is_a	doi:10.1016/j.cub.2020.06.028	DN1a neuron
catmaid_fafb	4129363	is_a	doi:10.1016/j.cub.2020.06.028	DN1a neuron
catmaid_fafb	8867611	is_a	doi:10.1016/j.cub.2020.06.028	DN1a neuron
catmaid_fafb	9362353	is_a	doi:10.1016/j.cub.2020.06.028	DN1a neuron
catmaid_fafb	4670373	is_a	doi:10.1016/j.cub.2020.06.028	aristal sensory neuron VP2
catmaid_fafb	5038422	is_a	doi:10.1016/j.cub.2020.06.028	aristal sensory neuron VP2
catmaid_fafb	5675473	is_a	doi:10.1016/j.cub.2020.06.028	aristal sensory neuron VP2
catmaid_fafb	9584821	is_a	doi:10.1016/j.cub.2020.06.028	aristal sensory neuron VP2
catmaid_fafb	9585262	is_a	doi:10.1016/j.cub.2020.06.028	aristal sensory neuron VP2
catmaid_fafb	9614216	is_a	doi:10.1016/j.cub.2020.06.028	aristal sensory neuron VP2
catmaid_fafb	13054040	is_a	doi:10.1016/j.cub.2020.06.028	aristal sensory neuron VP2
catmaid_fafb	4565316	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	5241419	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	5331881	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	5400401	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	5678610	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	5709099	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	5747727	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	5937458	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	6547334	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	9610756	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	9611706	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	9611893	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	9612139	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	9612147	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	12765352	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	12770538	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir68a
catmaid_fafb	3444435	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	3444556	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	4262079	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	4330202	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	4353150	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	4393480	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	4978157	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	5299610	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12514898	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12638434	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12640883	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12643158	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12647035	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12709197	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12713426	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12717819	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819065	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819089	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819231	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819297	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819339	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819401	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819438	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819448	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819460	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819469	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	12819487	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	15348426	is_a	doi:10.1016/j.cub.2020.06.028	adult hygrosensory neuron Ir40a VP4
catmaid_fafb	9159128	is_a	doi:10.1016/j.cub.2020.06.028	adult antennal lobe projection neuron VP2 adPN
catmaid_fafb	30571	is_a	doi:10.1016/j.cub.2020.06.028	vLH-CA neuron of the dopaminergic PPL2ab cluster
catmaid_fafb	3439570	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn AV4c3 neuron
catmaid_fafb	1868440	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PD2c1 neuron
catmaid_fafb	79579	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PV2b1 neuron
catmaid_fafb	4181593	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PV2b1 neuron
catmaid_fafb	5183432	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PV2b1 neuron
catmaid_fafb	1120955	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PV4c1 neuron
catmaid_fafb	3968249	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PV4c1 neuron
catmaid_fafb	6292583	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PV4c1 neuron
catmaid_fafb	5605174	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PV4c3 neuron
catmaid_fafb	2466931	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PV6c1 neuron
catmaid_fafb	3094186	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PV9a1 neuron
catmaid_fafb	369583	is_a	doi:10.1016/j.cub.2020.06.028	adult lateral horn PV10c1 neuron
catmaid_fafb	16274	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	175027	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	478805	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	4180842	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	4181431	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	4182914	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	5813673	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	5824641	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	5824701	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	5832021	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	6279367	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8139894	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8799774	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8821288	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8847299	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8848927	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8851349	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8854339	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8864744	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8865424	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8866744	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8867359	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8869397	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8869803	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8870427	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8877321	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8880337	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8884784	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8885938	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	9117955	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8808581	is_a	doi:10.1016/j.cub.2020.06.028	alpha'/beta' middle Kenyon cell
catmaid_fafb	9511430	is_a	doi:10.1016/j.cub.2020.06.028	adult uniglomerular projection neuron VP5+SEZ adPN
catmaid_fafb	8142	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	9210	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	36909	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	5459431	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	8361575	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	8808541	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	8808887	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	8822544	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	8865505	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	8865603	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	9942769	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	10228816	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	10527316	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	10586365	is_a	doi:10.1016/j.cub.2020.06.028	gamma main Kenyon cell
catmaid_fafb	561100	is_a	doi:10.1016/j.cub.2020.06.028	adult antennal lobe projection neuron VP3 vPN
catmaid_fafb	13159719	is_a	doi:10.1016/j.cub.2020.06.028	adult antennal lobe projection neuron VP5+VP2 l2PN
catmaid_fafb	4631122	is_a	doi:10.1016/j.cub.2020.06.028	adult multiglomerular antennal lobe projection neuron VP4+VP2+VL1 l2PN
