filename	label	AD	DBD	part_of
Janelia-2237375082517233701-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_778_018_2239560032477778018_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS04778_Brain_2020__1	P{R47G08-p65.AD}	P{VT012791-GAL4.DBD}	female organism|adult brain
Janelia-2237378331437695074-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_424_868_2586730564610424868_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_SS00190_Brain_2020__1	P{R38G07-p65.AD}	P{R30E10-GAL4.DBD}	female organism|adult brain
Janelia-2244284421903482978-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_153_636_2586726271392153636_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_SS25983_Brain_2020__1	P{R47G08-p65.AD}	P{R26F04-GAL4.DBD}	female organism|adult brain
Janelia-2482724465448845410-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_160_418_2482730931782160418_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47384_Brain_2020__1	P{VT048946-p65.AD}	P{VT008882-GAL4.DBD}	female organism|adult brain
Janelia-2482724465771806818-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_820_772_2482730614952820772_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47392_Brain_2020__1	P{VT003229-p65.AD}	P{VT008882-GAL4.DBD}	female organism|adult brain
Janelia-2483027150324629602-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_114_721_2483033174272114721_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47449_Brain_2020__1	P{R38D03-p65.AD}	P{VT024603-GAL4.DBD}	female organism|adult brain
Janelia-2483027150765031522-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_614_626_2483032863310614626_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47436_Brain_2020__1	P{R12G04-p65.AD}	P{VT046049-GAL4.DBD}	female organism|adult brain
Janelia-2483057097999122530-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_987_617_2483062680881987617_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47398_Brain_2020__1	P{VT020742-p65.AD}	P{VT017270-GAL4.DBD}	female organism|adult brain
Janelia-2483057098376609890-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_951_778_2483062245722951778_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47467_Brain_2020__1	P{R48H02-p65.AD}	P{VT038448-GAL4.DBD}	female organism|adult brain
Janelia-2488158089967042658-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_551_393_2488164629201551393_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47356_Brain_2020__1	P{VT038448-p65.AD}	P{VT045508-GAL4.DBD}	female organism|adult brain
Janelia-2493957424612900962-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_179_041_2493962568763179041_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS46525_Brain_2020__1	P{VT000605-p65.AD}	P{VT006199-GAL4.DBD}	female organism|adult brain
Janelia-2493957990516785250-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_184_994_2493963072134184994_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47406_Brain_2020__1	P{VT006486-p65.AD}	P{VT024603-GAL4.DBD}	female organism|adult brain
Janelia-2493957991368228962-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_013_922_2493963015855013922_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47432_Brain_2020__1	P{VT046049-p65.AD}	P{VT024603-GAL4.DBD}	female organism|adult brain
Janelia-2508837413095211106-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_176_994_2508840037211176994_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52628_Brain_2020__1	P{R22G07-p65.AD}	P{VT063307-GAL4.DBD}	female organism|adult brain
Janelia-2509158785600192610-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_380_001_2509160793367380001_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02195_Brain_2020__1	P{VT000355-p65.AD}	P{R47A08-GAL4.DBD}	female organism|adult brain
Janelia-2509158785793130594-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_846_628_2509160685812846628_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02195_Brain_2020__2	P{VT000355-p65.AD}	P{R47A08-GAL4.DBD}	female organism|adult brain
Janelia-2509158786011234402-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_199_652_2509160938121199652_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02215_Brain_2020__1	P{VT001979-p65.AD}	P{R13D09-GAL4.DBD}	female organism|adult brain
Janelia-2509158786355167330-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_356_772_2509160980714356772_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02303_Brain_2020__1	P{R65B12-p65.AD}	P{R15E12-GAL4.DBD}	female organism|adult brain
Janelia-2509158787206611042-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_062_308_2509160938075062308_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02718_Brain_2020__1	P{VT005529-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult brain
Janelia-2509444913368662114-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_383_393_2509447046218383393_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02254_Brain_2020__1	P{R15E01-p65.AD}	P{VT016114-GAL4.DBD}	female organism|adult brain
Janelia-2509444913578377314-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_457_634_2509447232315457634_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02191_Brain_2020__1	P{VT000355-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult brain
Janelia-2509444913918115938-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_006_241_2509447113063006241_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02255_Brain_2020__1	P{R16D01-p65.AD}	P{VT016114-GAL4.DBD}	female organism|adult brain
Janelia-2509444914253660258-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_129_698_2509447099423129698_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02239_Brain_2020__1	P{VT000454-p65.AD}	P{VT001980-GAL4.DBD}	female organism|adult brain
Janelia-2509444915134464098-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_653_026_2509446849853653026_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02270_Brain_2020__1	P{R30G06-p65.AD}	P{R27A10-GAL4.DBD}	female organism|adult brain
Janelia-2509444915365150818-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_804_514_2509446657846804514_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02293_Brain_2020__1	P{R41G11-p65.AD}	P{VT005534-GAL4.DBD}	female organism|adult brain
Janelia-2515634824861974626-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_730_593_2515636444001730593_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS46512_Brain_2020__1	P{VT049354-p65.AD}	P{VT026669-GAL4.DBD}	female organism|adult brain
Janelia-2515634825184936034-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_709_858_2515636578181709858_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS46517_Brain_2020__1	P{VT037871-p65.AD}	P{VT060202-GAL4.DBD}	female organism|adult brain
Janelia-2515634825507897442-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_459_106_2515636640668459106_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS46528_Brain_2020__1	P{VT040713-p65.AD}	P{VT049354-GAL4.DBD}	female organism|adult brain
Janelia-2515634825960882274-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_904_162_2515636578185904162_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50517_Brain_2020__1	P{R48H02-p65.AD}	P{VT026759-GAL4.DBD}	female organism|adult brain
Janelia-2515634826938155106-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_450_914_2515636640668450914_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50477_Brain_2020__1	P{VT026759-p65.AD}	P{VT019728-GAL4.DBD}	female organism|adult brain
Janelia-2515709442272526434-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_186_594_2515711070325186594_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52257_Brain_2020__1	P{VT043920-p65.AD}	P{R24A02-GAL4.DBD}	female organism|adult brain
Janelia-2515959149255196770-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_812_260_2515961024901812260_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50447_Brain_2020__1	P{VT008281-p65.AD}	P{VT008652-GAL4.DBD}	female organism|adult brain
Janelia-2515959149632684130-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_414_562_2515961085723414562_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50487_Brain_2020__1	P{R25B07-p65.AD}	P{VT021373-GAL4.DBD}	female organism|adult brain
Janelia-2515959150119223394-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_391_076_2515961024914391076_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50420_Brain_2020__1	P{VT019728-p65.AD}	P{R48H02-GAL4.DBD}	female organism|adult brain
Janelia-2515959150442184802-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_929_505_2515961217885929505_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52244_Brain_2020__1	P{VT039497-p65.AD}	P{R48A11-GAL4.DBD}	female organism|adult brain
Janelia-2515959150760951906-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_500_001_2515961085660500001_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52338_Brain_2020__1	P{R75H10-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult brain
Janelia-2515959151075524706-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_297_249_2515961270780297249_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52265_Brain_2020__1	P{VT019012-p65.AD}	P{R37H01-GAL4.DBD}	female organism|adult brain
Janelia-2515966260848623714-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_739_492_2515968069998739492_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS04444_Brain_2020__1	P{R21A07-p65.AD}	P{VT020016-GAL4.DBD}	female organism|adult brain
Janelia-2515966261251276898-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_509_602_2515968211254509602_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS04912_Brain_2020__1	P{R41G11-p65.AD}	P{R72G09-GAL4.DBD}	female organism|adult brain
Janelia-2515966261985280098-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_481_122_2515968211275481122_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS27853_Brain_2020__1	P{R33A12-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult brain
Janelia-2515966262060777570-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_269_410_2515968210256269410_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS27853_Brain_2020__2	P{R33A12-p65.AD}	P{VT040589-GAL4.DBD}	female organism|adult brain
Janelia-2515966262517956706-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_224_802_2515968211464224802_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS46507_Brain_2020__1	P{VT040713-p65.AD}	P{VT006486-GAL4.DBD}	female organism|adult brain
Janelia-2515966262832529506-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_354_081_2515968201796354081_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS46524_Brain_2020__1	P{VT006486-p65.AD}	P{VT026017-GAL4.DBD}	female organism|adult brain
Janelia-2515966263243571298-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_876_706_2515968210247876706_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS46515_Brain_2020__1	P{VT049354-p65.AD}	P{VT006199-GAL4.DBD}	female organism|adult brain
Janelia-2518152166888177762-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_795_746_2518215008240795746_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52578_Brain_2020__1	P{VT029577-p65.AD}	P{VT038817-GAL4.DBD}	female organism|adult brain
Janelia-2518152167420854370-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_847_586_2518214705558847586_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52590_Brain_2020__1	P{VT017491-p65.AD}	P{VT000355-GAL4.DBD}	female organism|adult brain
Janelia-2518152167668318306-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_442_657_2518154967068442657_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS53161_Brain_2020__1	P{VT063307-p65.AD}	P{VT057247-GAL4.DBD}	female organism|adult brain
Janelia-2518152167991279714-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_648_929_2518155686781648929_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00090_Brain_2020__1	P{R19G02-p65.AD}	P{R15C03-GAL4.DBD}	female organism|adult brain
Janelia-2520709012752695394-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_661_089_2630127209263661089_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_SS54295_Brain_2020__1	P{VT026664-p65.AD}	P{VT032907-GAL4.DBD}	female organism|adult brain
Janelia-2520774950327943266-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_756_641_2630127208898756641_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_SS50417_Brain_2020__1	P{VT019728-p65.AD}	P{VT000926-GAL4.DBD}	female organism|adult brain
Janelia-2520774950827065442-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_558_626_2630124024289558626_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_SS50417_Brain_2020__2	P{VT019728-p65.AD}	P{VT000926-GAL4.DBD}	female organism|adult brain
Janelia-2520774951170998370-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_041_953_2630127206185041953_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_SS52266_Brain_2020__1	P{VT019012-p65.AD}	P{R38G02-GAL4.DBD}	female organism|adult brain
Janelia-2520774951556874338-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_751_650_2630125111897751650_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_SS52267_Brain_2020__1	P{VT019012-p65.AD}	P{R72C10-GAL4.DBD}	female organism|adult brain
Janelia-2520774952508981346-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_365_281_2630126050893365281_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_SS52347_Brain_2020__1	P{R92B02-p65.AD}	P{R48H01-GAL4.DBD}	female organism|adult brain
Janelia-2520774952924217442-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_303_841_2630126023693303841_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_SS52577_Brain_2020__1	P{VT063307-p65.AD}	P{VT019742-GAL4.DBD}	female organism|adult brain
Janelia-2527200158307844194-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_204_260_2527201927809204260_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00117_Brain_2020__1	P{R24A02-p65.AD}	P{R18G01-GAL4.DBD}	female organism|adult brain
Janelia-2527200158777606242-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_526_882_2527201857617526882_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00154_Brain_2020__1	P{R37H01-p65.AD}	P{R40A01-GAL4.DBD}	female organism|adult brain
Janelia-2527200159142510690-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_426_273_2527205765404426273_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00159_Brain_2020__1	P{R37H01-p65.AD}	P{R79A12-GAL4.DBD}	female organism|adult brain
Janelia-2527200159679381602-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_872_612_2527201927758872612_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00191_Brain_2020__1	P{R38G07-p65.AD}	P{R37H01-GAL4.DBD}	female organism|adult brain
Janelia-2527200160249806946-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_947_937_2527201862461947937_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00408_Brain_2020__1	P{R27F02-p65.AD}	P{R19G02-GAL4.DBD}	female organism|adult brain
Janelia-2530851403744673890-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_345_186_2530853404528345186_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS00425_Brain_2020__1	P{R65B12-p65.AD}	P{R85H06-GAL4.DBD}	female organism|adult brain
Janelia-2539607104730169442-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_306_850_2539609373647306850_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02233_Brain_2020__1	P{VT025720-p65.AD}	P{VT013531-GAL4.DBD}	female organism|adult brain
Janelia-2539607104902135906-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_122_594_2539608980125122594_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50574_Brain_2020__1	P{VT017491-p65.AD}	P{VT043927-GAL4.DBD}	female organism|adult brain
Janelia-2539607105829077090-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_378_146_2539609237957378146_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS53191_Brain_2020__1	P{R22G07-p65.AD}	P{VT057247-GAL4.DBD}	female organism|adult brain
Janelia-2542063477862695010-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_940_002_2542065805906940002_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS54549_Brain_2020__1	P{R38B06-p65.AD}	P{VT027015-GAL4.DBD}	female organism|adult brain
Janelia-2542063478286319714-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_018_274_2542065755332018274_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS02198_Brain_2020__1	P{VT000355-p65.AD}	P{R89F06-GAL4.DBD}	female organism|adult brain
Janelia-2542063478701555810-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_856_546_2542065755306856546_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS04773_Brain_2020__1	P{R28G07-p65.AD}	P{VT000355-GAL4.DBD}	female organism|adult brain
Janelia-2542063479385227362-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_586_017_2542065816476586017_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50498_Brain_2020__1	P{R26C06-p65.AD}	P{VT017124-GAL4.DBD}	female organism|adult brain
Janelia-2542063479573971042-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_581_921_2542065816476581921_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50498_Brain_2020__2	P{R26C06-p65.AD}	P{VT017124-GAL4.DBD}	female organism|adult brain
Janelia-2542063479997595746-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_519_414_2542065163813519414_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50510_Brain_2020__1	P{R42C09-p65.AD}	P{VT017124-GAL4.DBD}	female organism|adult brain
Janelia-2542063480710627426-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_368_438_2542065353316368438_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50502_Brain_2020__1	P{R26C06-p65.AD}	P{R72A10-GAL4.DBD}	female organism|adult brain
Janelia-2542063481352355938-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_847_394_2542065927176847394_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50464_Brain_2020__1	P{VT017124-p65.AD}	P{VT043859-GAL4.DBD}	female organism|adult brain
Janelia-2548584570391887970-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_942_820_2548585825549942820_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47399_Brain_2020__1	P{VT020742-p65.AD}	P{VT040724-GAL4.DBD}	female organism|adult brain
Janelia-2548588651944607842-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_604_772_2548590477087604772_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47378_Brain_2020__1	P{VT040724-p65.AD}	P{VT018687-GAL4.DBD}	female organism|adult brain
Janelia-2548589596241821794-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_377_380_2548591220536377380_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS53233_Brain_2020__1	PBac{R84H05-p65.AD}	P{VT000355-GAL4.DBD}	female organism|adult brain
Janelia-2556544791189913698-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_503_074_2557050070373503074_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47378_Brain_2020__2	P{VT040724-p65.AD}	P{VT018687-GAL4.DBD}	female organism|adult brain
Janelia-2556544792041357410-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_555_746_2557034875110555746_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50525_Brain_2020__1	P{R72A10-p65.AD}	P{VT058694-GAL4.DBD}	female organism|adult brain
Janelia-2556544792766972002-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_766_881_2556949726754766881_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50513_Brain_2020__1	P{R42C09-p65.AD}	P{R72A10-GAL4.DBD}	female organism|adult brain
Janelia-2556545168077488226-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_204_193_2557024502714204193_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52340_Brain_2020__1	PBac{R84H05-p65.AD}	P{R23G11-GAL4.DBD}	female organism|adult brain
Janelia-2556545168526278754-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_704_738_2557104401038704738_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52631_Brain_2020__1	P{R22G07-p65.AD}	P{R55C11-GAL4.DBD}	female organism|adult brain
Janelia-2561997764166680674-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_040_612_2567443527894040612_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47405_Brain_2020__1	P{VT020742-p65.AD}	P{R73E12-GAL4.DBD}	female organism|adult brain
Janelia-2561997764581916770-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_806_434_2567443239560806434_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52285_Brain_2020__1	P{R13D05-p65.AD}	P{R48A11-GAL4.DBD}	female organism|adult brain
Janelia-2561997764858740834-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_701_666_2567443239493701666_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50594_Brain_2020__1	P{R93G12-p65.AD}	P{R65H10-GAL4.DBD}	female organism|adult brain
Janelia-2561997765194285154-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_779_362_2567443568880779362_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS50576_Brain_2020__1	P{VT017491-p65.AD}	P{R65H10-GAL4.DBD}	female organism|adult brain
Janelia-2564247086920892514-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_085_026_2564248963465085026_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52313_Brain_2020__1	P{R45G06-p65.AD}	P{R27G01-GAL4.DBD}	female organism|adult brain
Janelia-2564251545277300834-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_527_457_2564255663127527457_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS52245_Brain_2020__1	P{VT039497-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult brain
Janelia-2564251546103578722-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_225_633_2564255664675225633_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS46523_Brain_2020__1	P{VT000605-p65.AD}	P{VT040713-GAL4.DBD}	female organism|adult brain
Janelia-2564251546401374306-Brain-20x_nrs_jacs_jacsData_filestore_wolfft_Alignment_579_105_2564255107432579105_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_SS47354_Brain_2020__1	P{VT017270-p65.AD}	P{VT018687-GAL4.DBD}	female organism|adult brain
