subject_external_db	subject_external_id	subject_name	relation	object
catmaid_l1em	17884299	Gustatory PN right	is_a	gustatory projection neuron
catmaid_l1em	10450307	KC young	is_a	immature Kenyon cell
catmaid_l1em	10246566	KC98 young	is_a	immature Kenyon cell
catmaid_l1em	10455234	KC young no claws	is_a	immature Kenyon cell
catmaid_l1em	14981210	KC very young - DPLc s Left	is_a	immature Kenyon cell
catmaid_l1em	8978117	KC69 young	is_a	immature Kenyon cell
catmaid_l1em	8957325	KC68 young	is_a	immature Kenyon cell
catmaid_l1em	8792120	KC63 young	is_a	immature Kenyon cell
catmaid_l1em	8773879	KC62 young	is_a	immature Kenyon cell
catmaid_l1em	8773716	KC61 very young	is_a	immature Kenyon cell
catmaid_l1em	8773165	KC60 very young	is_a	immature Kenyon cell
catmaid_l1em	8766921	KC59 young	is_a	immature Kenyon cell
catmaid_l1em	8765865	KC58 very young	is_a	immature Kenyon cell
catmaid_l1em	8764750	KC57 very young	is_a	immature Kenyon cell
catmaid_l1em	8761400	KC56 young	is_a	immature Kenyon cell
catmaid_l1em	9012340	KC71 young	is_a	immature Kenyon cell
catmaid_l1em	9782026	KC89 young	is_a	immature Kenyon cell
catmaid_l1em	9770016	KC88 very young	is_a	immature Kenyon cell
catmaid_l1em	9769559	KC87 very young	is_a	immature Kenyon cell
catmaid_l1em	9741463	KC85 young	is_a	immature Kenyon cell
catmaid_l1em	9606354	KC81 very young	is_a	immature Kenyon cell
catmaid_l1em	9578602	KC80 young	is_a	immature Kenyon cell
catmaid_l1em	9574259	KC79 young	is_a	immature Kenyon cell
catmaid_l1em	9517477	KC75 young	is_a	immature Kenyon cell
catmaid_l1em	9511772	KC74 young	is_a	immature Kenyon cell
catmaid_l1em	8723397	KC55 young	is_a	immature Kenyon cell
catmaid_l1em	16464614	KC young	is_a	immature Kenyon cell
catmaid_l1em	16448983	KC young	is_a	immature Kenyon cell
catmaid_l1em	16448979	KC young no claws	is_a	immature Kenyon cell
catmaid_l1em	16628000	KC young	is_a	immature Kenyon cell
catmaid_l1em	17476975	KC very young	is_a	immature Kenyon cell
catmaid_l1em	17476964	KC very young	is_a	immature Kenyon cell
catmaid_l1em	17476934	KC very young	is_a	immature Kenyon cell
catmaid_l1em	17476920	KC very young	is_a	immature Kenyon cell
catmaid_l1em	17476916	KC very young	is_a	immature Kenyon cell
catmaid_l1em	17476873	KC very young	is_a	immature Kenyon cell
catmaid_l1em	17454963	KC very young	is_a	immature Kenyon cell
catmaid_l1em	16448971	KC young no claws	is_a	immature Kenyon cell
catmaid_l1em	16448967	KC young	is_a	immature Kenyon cell
catmaid_l1em	16448954	KC young	is_a	immature Kenyon cell
catmaid_l1em	16448934	KC young	is_a	immature Kenyon cell
catmaid_l1em	16026042	KC young	is_a	immature Kenyon cell
catmaid_l1em	15995074	KC very young	is_a	immature Kenyon cell
catmaid_l1em	15939179	KC very young	is_a	immature Kenyon cell
catmaid_l1em	15939130	KC young	is_a	immature Kenyon cell
catmaid_l1em	15828093	KC young	is_a	immature Kenyon cell
catmaid_l1em	15788431	KC young no claws	is_a	immature Kenyon cell
catmaid_l1em	15788419	KC young	is_a	immature Kenyon cell
catmaid_l1em	15764960	KC young no claws	is_a	immature Kenyon cell
catmaid_l1em	15741951	KC young	is_a	immature Kenyon cell
catmaid_l1em	15741782	KC very young	is_a	immature Kenyon cell
catmaid_l1em	15734666	KC young	is_a	immature Kenyon cell
catmaid_l1em	15691122	KC young	is_a	immature Kenyon cell
catmaid_l1em	15691118	KC young no claw	is_a	immature Kenyon cell
catmaid_l1em	16053650	KC very young	is_a	immature Kenyon cell
catmaid_l1em	16054240	KC very young	is_a	immature Kenyon cell
catmaid_l1em	16448930	KC young no claws	is_a	immature Kenyon cell
catmaid_l1em	16448926	KC young	is_a	immature Kenyon cell
catmaid_l1em	16443747	KC very young	is_a	immature Kenyon cell
catmaid_l1em	16443548	KC very young	is_a	immature Kenyon cell
catmaid_l1em	16443544	KC young	is_a	immature Kenyon cell
catmaid_l1em	16443536	KC young	is_a	immature Kenyon cell
catmaid_l1em	16443532	KC young	is_a	immature Kenyon cell
catmaid_l1em	16435406	KC young	is_a	immature Kenyon cell
catmaid_l1em	16220042	KC young no claws	is_a	immature Kenyon cell
catmaid_l1em	16145456	KC101 very young	is_a	immature Kenyon cell
catmaid_l1em	16053670	KC young	is_a	immature Kenyon cell
catmaid_l1em	4919895	KC18 young	is_a	immature Kenyon cell
catmaid_l1em	3605630	KC8 young	is_a	immature Kenyon cell
catmaid_l1em	3565102	KC6 young	is_a	immature Kenyon cell
catmaid_l1em	3679411	KC9 young	is_a	immature Kenyon cell
catmaid_l1em	8260935	KC47 very young	is_a	immature Kenyon cell
catmaid_l1em	8260011	KC46 young	is_a	immature Kenyon cell
catmaid_l1em	8259199	KC45 very young	is_a	immature Kenyon cell
catmaid_l1em	8259192	KC44 young	is_a	immature Kenyon cell
catmaid_l1em	8259179	KC43 very young	is_a	immature Kenyon cell
catmaid_l1em	8247315	KC104 very young	is_a	immature Kenyon cell
catmaid_l1em	8066411	KC41 young	is_a	immature Kenyon cell
catmaid_l1em	7215582	KC103 very young	is_a	immature Kenyon cell
catmaid_l1em	11725803	KC42	is_a	Kenyon cell
catmaid_l1em	11725127	KC12	is_a	Kenyon cell
catmaid_l1em	11691640	KC no claws	is_a	Kenyon cell
catmaid_l1em	11691603	KC17	is_a	Kenyon cell
catmaid_l1em	11785627	KC no pair	is_a	Kenyon cell
catmaid_l1em	10259967	KC99	is_a	Kenyon cell
catmaid_l1em	10169396	KC97	is_a	Kenyon cell
catmaid_l1em	10056280	KC96	is_a	Kenyon cell
catmaid_l1em	9983191	KC no pair	is_a	Kenyon cell
catmaid_l1em	9897223	KC95	is_a	Kenyon cell
catmaid_l1em	11813287	KC100	is_a	Kenyon cell
catmaid_l1em	12217572	KC no pair	is_a	Kenyon cell
catmaid_l1em	9889095	KC94	is_a	Kenyon cell
catmaid_l1em	14898816	KC13	is_a	Kenyon cell
catmaid_l1em	14898295	KC no pair	is_a	Kenyon cell
catmaid_l1em	14547259	KC32	is_a	Kenyon cell
catmaid_l1em	14522124	KC no pair	is_a	Kenyon cell
catmaid_l1em	14519048	KC no pair	is_a	Kenyon cell
catmaid_l1em	14460113	KC no pair	is_a	Kenyon cell
catmaid_l1em	14319960	KC no pair	is_a	Kenyon cell
catmaid_l1em	14255342	KC no claws	is_a	Kenyon cell
catmaid_l1em	12726582	KC16	is_a	Kenyon cell
catmaid_l1em	9847388	KC93	is_a	Kenyon cell
catmaid_l1em	9809626	KC91	is_a	Kenyon cell
catmaid_l1em	8997281	KC70	is_a	Kenyon cell
catmaid_l1em	8924186	KC67	is_a	Kenyon cell
catmaid_l1em	8891315	KC66	is_a	Kenyon cell
catmaid_l1em	8865199	KC no pair	is_a	Kenyon cell
catmaid_l1em	8864096	KC no pair	is_a	Kenyon cell
catmaid_l1em	8850802	KC65;_42a right	is_a	Kenyon cell
catmaid_l1em	8835968	KC64	is_a	Kenyon cell
catmaid_l1em	9813188	KC92	is_a	Kenyon cell
catmaid_l1em	9796812	KC90	is_a	Kenyon cell
catmaid_l1em	9766793	KC86	is_a	Kenyon cell
catmaid_l1em	9730873	KC84	is_a	Kenyon cell
catmaid_l1em	9707941	KC83	is_a	Kenyon cell
catmaid_l1em	9609048	KC82	is_a	Kenyon cell
catmaid_l1em	9556700	KC78	is_a	Kenyon cell
catmaid_l1em	9531722	KC77	is_a	Kenyon cell
catmaid_l1em	9525492	KC76	is_a	Kenyon cell
catmaid_l1em	15691114	KC no claws	is_a	Kenyon cell
catmaid_l1em	16720240	KC72	is_a	Kenyon cell
catmaid_l1em	16631248	KC no pair	is_a	Kenyon cell
catmaid_l1em	16631222	KC no pair	is_a	Kenyon cell
catmaid_l1em	16630941	KC22	is_a	Kenyon cell
catmaid_l1em	16630385	KC no pair	is_a	Kenyon cell
catmaid_l1em	16630264	KC25	is_a	Kenyon cell
catmaid_l1em	16630024	KC no pair	is_a	Kenyon cell
catmaid_l1em	16629931	KC no pair	is_a	Kenyon cell
catmaid_l1em	16629757	KC no pair	is_a	Kenyon cell
catmaid_l1em	16627950	KC no claws	is_a	Kenyon cell
catmaid_l1em	16627861	KC no pair	is_a	Kenyon cell
catmaid_l1em	16627773	KC no pair	is_a	Kenyon cell
catmaid_l1em	16625432	KC30	is_a	Kenyon cell
catmaid_l1em	16850888	KC73	is_a	Kenyon cell
catmaid_l1em	17147410	KC no pair	is_a	Kenyon cell
catmaid_l1em	16977881	KC90	is_a	Kenyon cell
catmaid_l1em	16939375	KC67	is_a	Kenyon cell
catmaid_l1em	16017113	KC no pair	is_a	Kenyon cell
catmaid_l1em	16015738	KC no pair	is_a	Kenyon cell
catmaid_l1em	15861524	KC no pair	is_a	Kenyon cell
catmaid_l1em	15734988	KC no pair	is_a	Kenyon cell
catmaid_l1em	15722867	KC82	is_a	Kenyon cell
catmaid_l1em	15722306	KC no claws	is_a	Kenyon cell
catmaid_l1em	15721919	KC no pair	is_a	Kenyon cell
catmaid_l1em	16039470	KC14	is_a	Kenyon cell
catmaid_l1em	16444327	KC no pair	is_a	Kenyon cell
catmaid_l1em	16440704	KC no pair	is_a	Kenyon cell
catmaid_l1em	16440649	KC no pair	is_a	Kenyon cell
catmaid_l1em	16438190	KC no pair	is_a	Kenyon cell
catmaid_l1em	16435965	KC no pair	is_a	Kenyon cell
catmaid_l1em	16210988	KC no pair	is_a	Kenyon cell
catmaid_l1em	16058860	KC100	is_a	Kenyon cell
catmaid_l1em	16629788	KC34	is_a	Kenyon cell
catmaid_l1em	8559607	KC54	is_a	Kenyon cell
catmaid_l1em	4241192	KC14	is_a	Kenyon cell
catmaid_l1em	4411505	KC no pair	is_a	Kenyon cell
catmaid_l1em	4412036	KC no pair	is_a	Kenyon cell
catmaid_l1em	4412315	KC2/24	is_a	Kenyon cell
catmaid_l1em	4414426	KC15	is_a	Kenyon cell
catmaid_l1em	4415241	KC16	is_a	Kenyon cell
catmaid_l1em	4444354	KC17	is_a	Kenyon cell
catmaid_l1em	5835799	KC22	is_a	Kenyon cell
catmaid_l1em	5051342	KC21	is_a	Kenyon cell
catmaid_l1em	5019924	KC20	is_a	Kenyon cell
catmaid_l1em	4982172	KC19	is_a	Kenyon cell
catmaid_l1em	4230739	KC13	is_a	Kenyon cell
catmaid_l1em	4518546	KC no pair	is_a	Kenyon cell
catmaid_l1em	4230061	KC12	is_a	Kenyon cell
catmaid_l1em	4227544	KC11	is_a	Kenyon cell
catmaid_l1em	3587612	KC7	is_a	Kenyon cell
catmaid_l1em	3522293	KC5	is_a	Kenyon cell
catmaid_l1em	3497901	KC4	is_a	Kenyon cell
catmaid_l1em	3347834	KC3	is_a	Kenyon cell
catmaid_l1em	677717	KC1	is_a	Kenyon cell
catmaid_l1em	29	KC #0	is_a	Kenyon cell
catmaid_l1em	3347708	KC2	is_a	Kenyon cell
catmaid_l1em	5835815	KC23	is_a	Kenyon cell
catmaid_l1em	4227304	KC10	is_a	Kenyon cell
catmaid_l1em	4117305	KC72	is_a	Kenyon cell
catmaid_l1em	3819171	KC no pair	is_a	Kenyon cell
catmaid_l1em	3819157	KC no pair	is_a	Kenyon cell
catmaid_l1em	5836035	KC24	is_a	Kenyon cell
catmaid_l1em	4134539	KC no pair	is_a	Kenyon cell
catmaid_l1em	5836181	KC26	is_a	Kenyon cell
catmaid_l1em	8262302	KC21	is_a	Kenyon cell
catmaid_l1em	8248706	KC no pair	is_a	Kenyon cell
catmaid_l1em	8177991	KC no pair	is_a	Kenyon cell
catmaid_l1em	8118474	Thermo KC A_Left - Mushroom Body Right	is_a	Kenyon cell
catmaid_l1em	8068173	LON KC right	is_a	Kenyon cell
catmaid_l1em	8066542	KC42	is_a	Kenyon cell
catmaid_l1em	8262372	LON KC left	is_a	Kenyon cell
catmaid_l1em	8263140	KC no pair	is_a	Kenyon cell
catmaid_l1em	5836163	KC25	is_a	Kenyon cell
catmaid_l1em	8513389	KC no pair	is_a	Kenyon cell
catmaid_l1em	8509987	KC53	is_a	Kenyon cell
catmaid_l1em	8504660	KC52	is_a	Kenyon cell
catmaid_l1em	8427677	KC51	is_a	Kenyon cell
catmaid_l1em	8419602	KC50	is_a	Kenyon cell
catmaid_l1em	8262503	KC no pair	is_a	Kenyon cell
catmaid_l1em	8413663	KC49	is_a	Kenyon cell
catmaid_l1em	8318678	KC no claws	is_a	Kenyon cell
catmaid_l1em	8274902	KC48	is_a	Kenyon cell
catmaid_l1em	8263285	KC no pair	is_a	Kenyon cell
catmaid_l1em	8393981	KC no pair	is_a	Kenyon cell
catmaid_l1em	6704232	KC54	is_a	Kenyon cell
catmaid_l1em	6702830	KC no pair	is_a	Kenyon cell
catmaid_l1em	5937084	KC65;_42a left	is_a	Kenyon cell
catmaid_l1em	5836387	KC29	is_a	Kenyon cell
catmaid_l1em	5836206	KC28	is_a	Kenyon cell
catmaid_l1em	5836197	KC27	is_a	Kenyon cell
catmaid_l1em	7196392	KC31	is_a	Kenyon cell
catmaid_l1em	7891312	KC40	is_a	Kenyon cell
catmaid_l1em	7840203	KC38	is_a	Kenyon cell
catmaid_l1em	7868195	KC39	is_a	Kenyon cell
catmaid_l1em	7829784	KC36	is_a	Kenyon cell
catmaid_l1em	7828725	KC35	is_a	Kenyon cell
catmaid_l1em	7786053	KC34	is_a	Kenyon cell
catmaid_l1em	7690945	KC33	is_a	Kenyon cell
catmaid_l1em	7838405	KC37	is_a	Kenyon cell